"DEPARTMENT","Time.to.resolution","month","year","area","year.mo"
"SANITATION",8,6,2020,"W",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",15,6,2020,"N",202006
"SANITATION",13,6,2020,"LSU",202006
"SANITATION",5,6,2020,"W",202006
"SANITATION",7,6,2020,"N",202006
"SANITATION",12,6,2020,"D",202006
"SANITATION",15,6,2020,"N",202006
"SANITATION",6,6,2020,"W",202006
"SANITATION",21,6,2020,"N",202006
"SANITATION",5,6,2020,"N",202006
"SANITATION",5,6,2020,"D",202006
"SANITATION",14,6,2020,"N",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",1,6,2020,"W",202006
"SANITATION",15,6,2020,"D",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",12,6,2020,"D",202006
"SANITATION",9,6,2020,"D",202006
"GROUNDS",14,6,2020,"W",202006
"SANITATION",19,6,2020,"D",202006
"SANITATION",1,6,2020,"D",202006
"SANITATION",5,6,2020,"D",202006
"SANITATION",1,6,2020,"W",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",4,6,2020,"W",202006
"SANITATION",4,6,2020,"W",202006
"SANITATION",1,6,2020,"W",202006
"SANITATION",4,6,2020,"W",202006
"SANITATION",4,6,2020,"W",202006
"GROUNDS",126,6,2020,"W",202006
"GROUNDS",4,6,2020,"W",202006
"SANITATION",8,6,2020,"N",202006
"SANITATION",5,6,2020,"N",202006
"SANITATION",12,6,2020,"D",202006
"SANITATION",7,6,2020,"D",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",5,6,2020,"D",202006
"SANITATION",1,6,2020,"D",202006
"SANITATION",13,6,2020,"D",202006
"SANITATION",13,6,2020,"N",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",8,6,2020,"W",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",3,6,2020,"W",202006
"SANITATION",13,6,2020,"D",202006
"SANITATION",7,6,2020,"N",202006
"SANITATION",12,6,2020,"N",202006
"SANITATION",19,6,2020,"N",202006
"SANITATION",0,6,2020,"N",202006
"SANITATION",12,6,2020,"N",202006
"SANITATION",10,6,2020,"N",202006
"SANITATION",1,6,2020,"D",202006
"SANITATION",3,6,2020,"W",202006
"SANITATION",17,6,2020,"W",202006
"SANITATION",13,6,2020,"N",202006
"SANITATION",0,6,2020,"D",202006
"GROUNDS",81,6,2020,"W",202006
"SANITATION",4,6,2020,"W",202006
"SANITATION",7,6,2020,"D",202006
"SANITATION",5,6,2020,"D",202006
"SANITATION",10,6,2020,"LSU",202006
"SANITATION",13,6,2020,"N",202006
"SANITATION",13,6,2020,"N",202006
"SANITATION",0,6,2020,"LSU",202006
"SANITATION",1,6,2020,"W",202006
"GROUNDS",139,6,2020,"D",202006
"GROUNDS",139,6,2020,"D",202006
"SANITATION",21,6,2020,"W",202006
"GROUNDS",201,6,2020,"W",202006
"GROUNDS",0,6,2020,"W",202006
"GROUNDS",126,6,2020,"W",202006
"GROUNDS",126,6,2020,"W",202006
"SANITATION",4,6,2020,"N",202006
"SANITATION",6,6,2020,"N",202006
"GROUNDS",54,6,2020,"D",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",48,6,2020,"D",202006
"SANITATION",15,6,2020,"D",202006
"SANITATION",5,6,2020,"W",202006
"GROUNDS",147,6,2020,"D",202006
"SANITATION",15,6,2020,"D",202006
"GROUNDS",141,6,2020,"D",202006
"SANITATION",15,6,2020,"D",202006
"GROUNDS",54,6,2020,"D",202006
"GROUNDS",145,6,2020,"D",202006
"SANITATION",3,6,2020,"D",202006
"SANITATION",14,6,2020,"W",202006
"SANITATION",35,6,2020,"LSU",202006
"GROUNDS",6,6,2020,"N",202006
"SANITATION",7,6,2020,"LSU",202006
"GROUNDS",102,6,2020,"N",202006
"SANITATION",145,6,2020,"W",202006
"SANITATION",18,6,2020,"LSU",202006
"SANITATION",10,6,2020,"D",202006
"SANITATION",198,6,2020,"D",202006
"SANITATION",4,6,2020,"N",202006
"SANITATION",4,6,2020,"D",202006
"SANITATION",10,6,2020,"N",202006
"SANITATION",4,6,2020,"W",202006
"SANITATION",10,6,2020,"W",202006
"GROUNDS",24,6,2020,"W",202006
"SANITATION",25,6,2020,"D",202006
"SANITATION",25,6,2020,"D",202006
"SANITATION",6,6,2020,"LSU",202006
"SANITATION",5,6,2020,"LSU",202006
"SANITATION",9,6,2020,"W",202006
"GROUNDS",164,6,2020,"N",202006
"GROUNDS",125,6,2020,"W",202006
"SANITATION",2,6,2020,"W",202006
"SANITATION",0,6,2020,"LSU",202006
"SANITATION",0,6,2020,"LSU",202006
"SANITATION",4,6,2020,"N",202006
"SANITATION",5,6,2020,"LSU",202006
"SANITATION",4,6,2020,"W",202006
"GROUNDS",86,6,2020,"D",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",4,6,2020,"D",202006
"SANITATION",6,6,2020,"W",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",7,6,2020,"LSU",202006
"GROUNDS",13,6,2020,"LSU",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",7,6,2020,"W",202006
"SANITATION",17,6,2020,"W",202006
"SANITATION",19,6,2020,"D",202006
"SANITATION",13,6,2020,"N",202006
"SANITATION",24,6,2020,"W",202006
"SANITATION",4,6,2020,"D",202006
"SANITATION",17,6,2020,"W",202006
"SANITATION",3,6,2020,"W",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",9,6,2020,"W",202006
"SANITATION",9,6,2020,"W",202006
"SANITATION",10,6,2020,"W",202006
"GROUNDS",126,6,2020,"D",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",17,6,2020,"W",202006
"GROUNDS",10,6,2020,"W",202006
"SANITATION",5,6,2020,"N",202006
"SANITATION",4,6,2020,"W",202006
"SANITATION",5,6,2020,"N",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",4,6,2020,"D",202006
"SANITATION",20,6,2020,"D",202006
"GROUNDS",24,6,2020,"W",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",17,6,2020,"D",202006
"SANITATION",16,6,2020,"W",202006
"SANITATION",5,6,2020,"D",202006
"SANITATION",8,6,2020,"W",202006
"SANITATION",17,6,2020,"D",202006
"SANITATION",8,6,2020,"D",202006
"GROUNDS",59,6,2020,"W",202006
"SANITATION",12,6,2020,"W",202006
"SANITATION",17,6,2020,"N",202006
"GROUNDS",148,6,2020,"D",202006
"SANITATION",5,6,2020,"D",202006
"GROUNDS",84,6,2020,"D",202006
"GROUNDS",50,6,2020,"D",202006
"GROUNDS",50,6,2020,"D",202006
"GROUNDS",50,6,2020,"D",202006
"GROUNDS",84,6,2020,"D",202006
"GROUNDS",50,6,2020,"D",202006
"GROUNDS",84,6,2020,"D",202006
"GROUNDS",84,6,2020,"D",202006
"GROUNDS",84,6,2020,"D",202006
"GROUNDS",50,6,2020,"D",202006
"GROUNDS",59,6,2020,"D",202006
"GROUNDS",57,6,2020,"D",202006
"GROUNDS",84,6,2020,"D",202006
"SANITATION",9,6,2020,"D",202006
"GROUNDS",117,6,2020,"W",202006
"SANITATION",15,6,2020,"W",202006
"SANITATION",15,6,2020,"N",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",0,6,2020,"N",202006
"SANITATION",1,6,2020,"D",202006
"SANITATION",8,6,2020,"N",202006
"SANITATION",0,6,2020,"N",202006
"GROUNDS",97,6,2020,"D",202006
"SANITATION",7,6,2020,"D",202006
"SANITATION",18,6,2020,"LSU",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",6,6,2020,"LSU",202006
"SANITATION",10,6,2020,"W",202006
"GROUNDS",127,6,2020,"W",202006
"GROUNDS",275,6,2020,"LSU",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",15,6,2020,"W",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",3,6,2020,"W",202006
"GROUNDS",98,6,2020,"W",202006
"GROUNDS",100,6,2020,"W",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",9,6,2020,"W",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",1,6,2020,"W",202006
"GROUNDS",97,6,2020,"W",202006
"SANITATION",15,6,2020,"LSU",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",6,6,2020,"W",202006
"SANITATION",15,6,2020,"D",202006
"SANITATION",14,6,2020,"D",202006
"SANITATION",15,6,2020,"LSU",202006
"SANITATION",9,6,2020,"W",202006
"SANITATION",1,6,2020,"W",202006
"SANITATION",7,6,2020,"W",202006
"GROUNDS",14,6,2020,"W",202006
"SANITATION",13,6,2020,"LSU",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",16,6,2020,"D",202006
"GROUNDS",2,6,2020,"W",202006
"SANITATION",14,6,2020,"W",202006
"SANITATION",1,6,2020,"D",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",16,6,2020,"LSU",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",16,6,2020,"D",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",7,6,2020,"D",202006
"SANITATION",15,6,2020,"LSU",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",4,6,2020,"W",202006
"SANITATION",11,6,2020,"D",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",10,6,2020,"W",202006
"GROUNDS",50,6,2020,"D",202006
"GROUNDS",119,6,2020,"W",202006
"SANITATION",7,6,2020,"LSU",202006
"GROUNDS",1,6,2020,"D",202006
"GROUNDS",15,6,2020,"W",202006
"SANITATION",7,6,2020,"W",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",14,6,2020,"W",202006
"SANITATION",14,6,2020,"D",202006
"SANITATION",6,6,2020,"D",202006
"GROUNDS",127,6,2020,"W",202006
"SANITATION",2,6,2020,"W",202006
"SANITATION",14,6,2020,"LSU",202006
"SANITATION",14,6,2020,"LSU",202006
"GROUNDS",2,6,2020,"W",202006
"GROUNDS",127,6,2020,"W",202006
"SANITATION",14,6,2020,"W",202006
"SANITATION",12,6,2020,"W",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",14,6,2020,"D",202006
"SANITATION",8,6,2020,"W",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",12,6,2020,"D",202006
"GROUNDS",2,6,2020,"W",202006
"SANITATION",2,6,2020,"W",202006
"SANITATION",0,6,2020,"D",202006
"SANITATION",14,6,2020,"D",202006
"SANITATION",0,6,2020,"D",202006
"GROUNDS",48,6,2020,"D",202006
"SANITATION",14,6,2020,"D",202006
"SANITATION",14,6,2020,"D",202006
"SANITATION",0,6,2020,"D",202006
"GROUNDS",5,6,2020,"W",202006
"SANITATION",0,6,2020,"D",202006
"SANITATION",1,6,2020,"D",202006
"SANITATION",2,6,2020,"D",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",19,6,2020,"W",202006
"SANITATION",7,6,2020,"D",202006
"GROUNDS",138,6,2020,"W",202006
"GROUNDS",125,6,2020,"W",202006
"SANITATION",0,6,2020,"D",202006
"SANITATION",10,6,2020,"D",202006
"SANITATION",0,6,2020,"D",202006
"SANITATION",10,6,2020,"D",202006
"SANITATION",13,6,2020,"D",202006
"SANITATION",2,6,2020,"N",202006
"SANITATION",0,6,2020,"N",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",5,6,2020,"D",202006
"SANITATION",8,6,2020,"N",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",9,6,2020,"W",202006
"SANITATION",8,6,2020,"LSU",202006
"SANITATION",14,6,2020,"W",202006
"SANITATION",15,6,2020,"N",202006
"SANITATION",15,6,2020,"W",202006
"SANITATION",14,6,2020,"W",202006
"SANITATION",15,6,2020,"W",202006
"SANITATION",15,6,2020,"W",202006
"SANITATION",9,6,2020,"W",202006
"GROUNDS",127,6,2020,"W",202006
"SANITATION",14,6,2020,"D",202006
"SANITATION",14,6,2020,"W",202006
"GROUNDS",127,6,2020,"W",202006
"SANITATION",14,6,2020,"D",202006
"GROUNDS",7,6,2020,"D",202006
"SANITATION",37,6,2020,"D",202006
"SANITATION",8,6,2020,"W",202006
"GROUNDS",16,6,2020,"LSU",202006
"GROUNDS",7,6,2020,"LSU",202006
"SANITATION",13,6,2020,"LSU",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",8,6,2020,"W",202006
"GROUNDS",0,6,2020,"W",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",6,6,2020,"W",202006
"SANITATION",13,6,2020,"W",202006
"GROUNDS",96,6,2020,"W",202006
"SANITATION",4,6,2020,"W",202006
"GROUNDS",5,6,2020,"W",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",7,6,2020,"N",202006
"SANITATION",8,6,2020,"W",202006
"SANITATION",7,6,2020,"W",202006
"GROUNDS",14,6,2020,"W",202006
"SANITATION",13,6,2020,"N",202006
"SANITATION",13,6,2020,"LSU",202006
"SANITATION",5,6,2020,"W",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",14,6,2020,"LSU",202006
"GROUNDS",81,6,2020,"W",202006
"SANITATION",4,6,2020,"D",202006
"GROUNDS",126,6,2020,"W",202006
"SANITATION",14,6,2020,"D",202006
"GROUNDS",98,6,2020,"W",202006
"SANITATION",1,6,2020,"W",202006
"GROUNDS",98,6,2020,"W",202006
"SANITATION",8,6,2020,"W",202006
"SANITATION",14,6,2020,"W",202006
"GROUNDS",243,6,2020,"D",202006
"GROUNDS",138,6,2020,"W",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",12,6,2020,"N",202006
"SANITATION",14,6,2020,"N",202006
"SANITATION",8,6,2020,"N",202006
"SANITATION",7,6,2020,"D",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",14,6,2020,"W",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",8,6,2020,"W",202006
"SANITATION",1,6,2020,"N",202006
"SANITATION",12,6,2020,"N",202006
"SANITATION",8,6,2020,"D",202006
"GROUNDS",96,6,2020,"W",202006
"GROUNDS",124,6,2020,"W",202006
"GROUNDS",5,6,2020,"W",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",13,6,2020,"W",202006
"GROUNDS",12,6,2020,"W",202006
"SANITATION",1,6,2020,"W",202006
"SANITATION",7,6,2020,"D",202006
"SANITATION",12,6,2020,"N",202006
"SANITATION",12,6,2020,"W",202006
"SANITATION",12,6,2020,"W",202006
"GROUNDS",140,6,2020,"D",202006
"SANITATION",12,6,2020,"W",202006
"SANITATION",4,6,2020,"W",202006
"SANITATION",12,6,2020,"W",202006
"SANITATION",22,6,2020,"W",202006
"SANITATION",13,6,2020,"D",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",6,6,2020,"N",202006
"GROUNDS",140,6,2020,"LSU",202006
"GROUNDS",5,6,2020,"W",202006
"SANITATION",10,6,2020,"D",202006
"SANITATION",6,6,2020,"D",202006
"GROUNDS",13,6,2020,"W",202006
"SANITATION",6,6,2020,"W",202006
"SANITATION",12,6,2020,"W",202006
"SANITATION",12,6,2020,"W",202006
"SANITATION",7,6,2020,"W",202006
"GROUNDS",10,6,2020,"N",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",6,6,2020,"N",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",3,6,2020,"LSU",202006
"SANITATION",3,6,2020,"W",202006
"SANITATION",6,6,2020,"LSU",202006
"SANITATION",12,6,2020,"LSU",202006
"SANITATION",10,6,2020,"W",202006
"GROUNDS",241,6,2020,"D",202006
"SANITATION",6,6,2020,"D",202006
"GROUNDS",141,6,2020,"LSU",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",13,6,2020,"D",202006
"GROUNDS",123,6,2020,"W",202006
"SANITATION",7,6,2020,"N",202006
"GROUNDS",120,6,2020,"D",202006
"SANITATION",5,6,2020,"W",202006
"SANITATION",14,6,2020,"W",202006
"SANITATION",5,6,2020,"W",202006
"GROUNDS",12,6,2020,"D",202006
"SANITATION",4,6,2020,"W",202006
"SANITATION",11,6,2020,"W",202006
"GROUNDS",0,6,2020,"W",202006
"GROUNDS",13,6,2020,"W",202006
"GROUNDS",14,6,2020,"W",202006
"GROUNDS",14,6,2020,"W",202006
"GROUNDS",14,6,2020,"W",202006
"GROUNDS",80,6,2020,"D",202006
"GROUNDS",5,6,2020,"D",202006
"GROUNDS",80,6,2020,"D",202006
"GROUNDS",80,6,2020,"D",202006
"GROUNDS",12,6,2020,"W",202006
"SANITATION",18,6,2020,"W",202006
"SANITATION",3,6,2020,"D",202006
"SANITATION",5,6,2020,"N",202006
"SANITATION",3,6,2020,"N",202006
"GROUNDS",86,6,2020,"LSU",202006
"GROUNDS",104,6,2020,"D",202006
"SANITATION",3,6,2020,"LSU",202006
"SANITATION",2,6,2020,"W",202006
"SANITATION",2,6,2020,"D",202006
"SANITATION",0,6,2020,"LSU",202006
"GROUNDS",19,6,2020,"N",202006
"SANITATION",3,6,2020,"W",202006
"GROUNDS",124,6,2020,"D",202006
"SANITATION",5,6,2020,"N",202006
"GROUNDS",96,6,2020,"D",202006
"SANITATION",11,6,2020,"N",202006
"GROUNDS",121,6,2020,"W",202006
"SANITATION",3,6,2020,"W",202006
"SANITATION",10,6,2020,"W",202006
"GROUNDS",73,6,2020,"W",202006
"SANITATION",11,6,2020,"W",202006
"GROUNDS",25,6,2020,"W",202006
"GROUNDS",10,6,2020,"D",202006
"SANITATION",11,6,2020,"W",202006
"SANITATION",4,6,2020,"W",202006
"SANITATION",6,6,2020,"LSU",202006
"GROUNDS",93,6,2020,"W",202006
"GROUNDS",93,6,2020,"W",202006
"SANITATION",7,6,2020,"LSU",202006
"SANITATION",12,6,2020,"N",202006
"SANITATION",12,6,2020,"W",202006
"GROUNDS",25,6,2020,"N",202006
"SANITATION",12,6,2020,"W",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",5,6,2020,"W",202006
"GROUNDS",95,6,2020,"W",202006
"SANITATION",12,6,2020,"W",202006
"SANITATION",7,6,2020,"D",202006
"SANITATION",13,6,2020,"LSU",202006
"SANITATION",12,6,2020,"W",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",12,6,2020,"N",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",6,6,2020,"W",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",18,6,2020,"W",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",10,6,2020,"D",202006
"SANITATION",13,6,2020,"W",202006
"GROUNDS",240,6,2020,"D",202006
"SANITATION",10,6,2020,"D",202006
"SANITATION",10,6,2020,"LSU",202006
"SANITATION",12,6,2020,"W",202006
"SANITATION",16,6,2020,"D",202006
"GROUNDS",3,6,2020,"D",202006
"SANITATION",1,6,2020,"W",202006
"SANITATION",7,6,2020,"W",202006
"SANITATION",4,6,2020,"W",202006
"GROUNDS",117,6,2020,"D",202006
"GROUNDS",239,6,2020,"D",202006
"SANITATION",4,6,2020,"D",202006
"SANITATION",7,6,2020,"W",202006
"SANITATION",13,6,2020,"N",202006
"SANITATION",7,6,2020,"W",202006
"SANITATION",7,6,2020,"D",202006
"SANITATION",3,6,2020,"N",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",7,6,2020,"W",202006
"GROUNDS",116,6,2020,"D",202006
"GROUNDS",76,6,2020,"W",202006
"SANITATION",3,6,2020,"LSU",202006
"SANITATION",8,6,2020,"W",202006
"SANITATION",15,6,2020,"W",202006
"SANITATION",8,6,2020,"N",202006
"SANITATION",8,6,2020,"W",202006
"SANITATION",13,6,2020,"D",202006
"SANITATION",2,6,2020,"W",202006
"SANITATION",6,6,2020,"W",202006
"GROUNDS",217,6,2020,"W",202006
"SANITATION",11,6,2020,"D",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",8,6,2020,"W",202006
"SANITATION",8,6,2020,"W",202006
"GROUNDS",116,6,2020,"D",202006
"SANITATION",8,6,2020,"N",202006
"SANITATION",8,6,2020,"N",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",10,6,2020,"D",202006
"SANITATION",2,6,2020,"D",202006
"SANITATION",2,6,2020,"W",202006
"SANITATION",3,6,2020,"LSU",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",8,6,2020,"N",202006
"SANITATION",0,6,2020,"N",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",6,6,2020,"W",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",8,6,2020,"W",202006
"GROUNDS",91,6,2020,"W",202006
"SANITATION",13,6,2020,"N",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",8,6,2020,"LSU",202006
"SANITATION",3,6,2020,"W",202006
"GROUNDS",18,6,2020,"W",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",8,6,2020,"W",202006
"GROUNDS",115,6,2020,"D",202006
"SANITATION",11,6,2020,"W",202006
"SANITATION",3,6,2020,"LSU",202006
"GROUNDS",9,6,2020,"W",202006
"SANITATION",4,6,2020,"D",202006
"SANITATION",11,6,2020,"W",202006
"SANITATION",11,6,2020,"W",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",11,6,2020,"W",202006
"SANITATION",10,6,2020,"LSU",202006
"SANITATION",14,6,2020,"W",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",4,6,2020,"D",202006
"GROUNDS",10,6,2020,"W",202006
"GROUNDS",242,6,2020,"N",202006
"SANITATION",10,6,2020,"LSU",202006
"SANITATION",2,6,2020,"D",202006
"SANITATION",18,6,2020,"W",202006
"SANITATION",7,6,2020,"LSU",202006
"SANITATION",8,6,2020,"N",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",3,6,2020,"D",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",2,6,2020,"W",202006
"SANITATION",9,6,2020,"LSU",202006
"GROUNDS",10,6,2020,"LSU",202006
"SANITATION",13,6,2020,"D",202006
"SANITATION",0,6,2020,"D",202006
"GROUNDS",57,6,2020,"W",202006
"SANITATION",9,6,2020,"LSU",202006
"SANITATION",2,6,2020,"N",202006
"SANITATION",2,6,2020,"D",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",6,6,2020,"D",202006
"SANITATION",1,6,2020,"W",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",7,6,2020,"LSU",202006
"GROUNDS",119,6,2020,"W",202006
"SANITATION",8,6,2020,"N",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",7,6,2020,"W",202006
"SANITATION",0,6,2020,"W",202006
"SANITATION",7,6,2020,"W",202006
"GROUNDS",371,6,2020,"W",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",10,6,2020,"W",202006
"GROUNDS",100,6,2020,"W",202006
"SANITATION",1,6,2020,"D",202006
"GROUNDS",1,6,2020,"D",202006
"SANITATION",7,6,2020,"D",202006
"GROUNDS",78,6,2020,"W",202006
"SANITATION",7,6,2020,"D",202006
"GROUNDS",90,6,2020,"W",202006
"GROUNDS",118,6,2020,"N",202006
"GROUNDS",120,6,2020,"W",202006
"SANITATION",2,6,2020,"W",202006
"SANITATION",7,6,2020,"W",202006
"GROUNDS",117,6,2020,"N",202006
"SANITATION",5,6,2020,"W",202006
"GROUNDS",7,6,2020,"W",202006
"SANITATION",1,6,2020,"W",202006
"SANITATION",10,6,2020,"W",202006
"SANITATION",7,6,2020,"W",202006
"SANITATION",5,6,2020,"W",202006
"SANITATION",1,6,2020,"W",202006
"SANITATION",2,6,2020,"W",202006
"SANITATION",5,6,2020,"D",202006
"SANITATION",5,6,2020,"W",202006
"GROUNDS",131,6,2020,"W",202006
"SANITATION",5,6,2020,"W",202006
"SANITATION",1,6,2020,"D",202006
"SANITATION",6,6,2020,"LSU",202006
"SANITATION",7,6,2020,"LSU",202006
"SANITATION",6,6,2020,"LSU",202006
"SANITATION",0,6,2020,"D",202006
"SANITATION",12,6,2020,"W",202006
"SANITATION",9,6,2020,"W",202006
"SANITATION",0,6,2020,"W",202006
"GROUNDS",6,6,2020,"W",202006
"GROUNDS",399,6,2020,"W",202006
"SANITATION",9,6,2020,"D",202006
"GROUNDS",132,6,2020,"W",202006
"GROUNDS",117,6,2020,"W",202006
"SANITATION",0,6,2020,"N",202006
"GROUNDS",13,6,2020,"N",202006
"SANITATION",8,6,2020,"D",202006
"SANITATION",7,6,2020,"W",202006
"SANITATION",8,6,2020,"W",202006
"GROUNDS",93,6,2020,"W",202006
"SANITATION",6,6,2020,"W",202006
"SANITATION",8,6,2020,"W",202006
"GROUNDS",84,6,2020,"W",202006
"SANITATION",3,6,2020,"LSU",202006
"SANITATION",2,6,2020,"W",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",8,6,2020,"W",202006
"SANITATION",9,6,2020,"D",202006
"SANITATION",8,6,2020,"LSU",202006
"SANITATION",9,6,2020,"W",202006
"SANITATION",9,6,2020,"D",202006
"GROUNDS",132,6,2020,"W",202006
"SANITATION",6,6,2020,"W",202006
"SANITATION",13,6,2020,"W",202006
"SANITATION",6,6,2020,"W",202006
"SANITATION",7,6,2020,"W",202006
"SANITATION",6,6,2020,"W",202006
"SANITATION",8,6,2020,"LSU",202006
"SANITATION",6,6,2020,"W",202006
"SANITATION",7,7,2020,"D",202007
"SANITATION",6,7,2020,"W",202007
"SANITATION",6,7,2020,"W",202007
"SANITATION",6,7,2020,"W",202007
"SANITATION",6,7,2020,"LSU",202007
"SANITATION",21,7,2020,"D",202007
"SANITATION",6,7,2020,"W",202007
"SANITATION",2,7,2020,"LSU",202007
"SANITATION",6,7,2020,"LSU",202007
"GROUNDS",208,7,2020,"W",202007
"SANITATION",5,7,2020,"W",202007
"SANITATION",11,7,2020,"LSU",202007
"SANITATION",8,7,2020,"D",202007
"SANITATION",8,7,2020,"D",202007
"GROUNDS",11,7,2020,"W",202007
"SANITATION",13,7,2020,"W",202007
"SANITATION",11,7,2020,"LSU",202007
"SANITATION",5,7,2020,"W",202007
"SANITATION",11,7,2020,"D",202007
"SANITATION",8,7,2020,"D",202007
"GROUNDS",130,7,2020,"W",202007
"SANITATION",6,7,2020,"W",202007
"SANITATION",1,7,2020,"W",202007
"SANITATION",7,7,2020,"D",202007
"SANITATION",12,7,2020,"W",202007
"SANITATION",6,7,2020,"N",202007
"GROUNDS",7,7,2020,"W",202007
"GROUNDS",130,7,2020,"W",202007
"SANITATION",6,7,2020,"W",202007
"SANITATION",1,7,2020,"W",202007
"SANITATION",7,7,2020,"N",202007
"SANITATION",11,7,2020,"LSU",202007
"SANITATION",11,7,2020,"LSU",202007
"SANITATION",1,7,2020,"W",202007
"GROUNDS",89,7,2020,"W",202007
"SANITATION",12,7,2020,"LSU",202007
"SANITATION",13,7,2020,"W",202007
"GROUNDS",116,7,2020,"W",202007
"SANITATION",13,7,2020,"D",202007
"SANITATION",6,7,2020,"W",202007
"SANITATION",6,7,2020,"W",202007
"GROUNDS",363,7,2020,"W",202007
"SANITATION",6,7,2020,"W",202007
"SANITATION",8,7,2020,"W",202007
"SANITATION",0,7,2020,"W",202007
