"Time.to.resolution","DEPARTMENT","area","TYPEid","month","year"
34,"GROUNDS","W",174362,3,2
10,"SANITATION","W",173024,4,2
33,"SANITATION","D",173027,4,2
26,"SANITATION","W",427105,4,2
26,"SANITATION","W",427105,4,2
6,"SANITATION","W",173024,4,2
5,"SANITATION","W",173027,4,2
10,"SANITATION","W",173024,4,2
25,"SANITATION","W",173024,4,2
17,"GROUNDS","W",174362,4,2
43,"SANITATION","D",173024,4,2
20,"SANITATION","D",173031,4,2
8,"SANITATION","N",427105,4,2
1,"SANITATION","D",427105,4,2
11,"SANITATION","W",173024,4,2
3,"SANITATION","N",427105,4,2
3,"SANITATION","D",427105,4,2
17,"SANITATION","W",427105,4,2
16,"SANITATION","D",173024,4,2
3,"SANITATION","W",427105,4,2
26,"SANITATION","W",173026,4,2
4,"SANITATION","W",173024,4,2
7,"SANITATION","D",427105,4,2
2,"SANITATION","N",427105,4,2
7,"SANITATION","D",173024,4,2
9,"SANITATION","N",173024,4,2
4,"SANITATION","W",173024,4,2
7,"SANITATION","W",173024,4,2
10,"SANITATION","N",173024,4,2
2,"SANITATION","W",173024,4,2
1,"SANITATION","N",427105,4,2
8,"SANITATION","N",173024,4,2
15,"SANITATION","D",173024,4,2
15,"SANITATION","W",173024,4,2
18,"GROUNDS","N",174362,5,2
21,"SANITATION","W",173024,5,2
17,"SANITATION","D",173027,5,2
17,"SANITATION","D",173024,5,2
14,"SANITATION","D",173024,5,2
2,"GROUNDS","N",174362,5,2
9,"SANITATION","D",173024,5,2
8,"SANITATION","N",173027,5,2
12,"SANITATION","D",173024,5,2
19,"SANITATION","N",173024,5,2
7,"SANITATION","D",173027,5,2
7,"SANITATION","N",173024,5,2
18,"SANITATION","W",173024,5,2
17,"SANITATION","W",173024,5,2
8,"SANITATION","D",173024,5,2
3,"SANITATION","N",173024,5,2
14,"SANITATION","W",173027,5,2
2,"SANITATION","N",173024,5,2
6,"SANITATION","W",173024,5,2
21,"GROUNDS","W",174362,5,2
9,"SANITATION","W",173024,5,2
13,"SANITATION","W",173024,5,2
9,"GROUNDS","D",174362,5,2
13,"SANITATION","W",173027,5,2
8,"SANITATION","W",173024,5,2
12,"SANITATION","D",173024,5,2
16,"SANITATION","N",173024,5,2
7,"SANITATION","N",173027,5,2
11,"SANITATION","D",173024,5,2
7,"SANITATION","D",173024,5,2
11,"SANITATION","D",173024,5,2
14,"SANITATION","W",173024,5,2
6,"SANITATION","W",173024,5,2
10,"SANITATION","W",173024,5,2
1,"SANITATION","LSU",173024,5,2
7,"SANITATION","W",173024,5,2
23,"GROUNDS","W",174362,5,2
9,"SANITATION","W",173024,5,2
10,"SANITATION","W",173024,5,2
10,"SANITATION","W",173024,5,2
10,"SANITATION","W",173024,5,2
13,"SANITATION","W",173024,5,2
9,"SANITATION","D",173024,5,2
15,"SANITATION","LSU",173024,5,2
7,"SANITATION","D",173024,5,2
13,"SANITATION","W",173024,5,2
1,"SANITATION","D",173027,5,2
15,"SANITATION","D",173027,5,2
7,"SANITATION","W",173024,5,2
8,"SANITATION","LSU",173024,5,2
58,"GROUNDS","N",174362,5,2
11,"SANITATION","W",173027,5,2
7,"SANITATION","W",173024,5,2
7,"GROUNDS","N",174362,5,2
7,"SANITATION","W",173024,5,2
7,"SANITATION","N",173024,5,2
8,"SANITATION","LSU",173024,5,2
7,"SANITATION","N",173024,5,2
1,"SANITATION","D",427105,5,2
13,"SANITATION","W",173024,5,2
6,"SANITATION","LSU",173024,5,2
6,"SANITATION","D",173024,5,2
5,"SANITATION","W",173024,5,2
5,"SANITATION","D",173024,5,2
5,"SANITATION","W",173024,5,2
5,"SANITATION","W",173024,5,2
5,"GROUNDS","D",174362,5,2
4,"SANITATION","W",173024,5,2
4,"SANITATION","W",173024,5,2
1,"SANITATION","W",427105,5,2
7,"GROUNDS","D",174362,5,2
7,"GROUNDS","D",174362,5,2
6,"SANITATION","W",173024,5,2
5,"SANITATION","W",173024,5,2
8,"SANITATION","W",173024,5,2
8,"SANITATION","W",173024,5,2
8,"SANITATION","W",173024,5,2
15,"SANITATION","N",173024,6,2
10,"SANITATION","D",173027,6,2
3,"SANITATION","W",173024,6,2
2,"SANITATION","D",173024,6,2
2,"SANITATION","W",173024,6,2
6,"SANITATION","W",173024,6,2
1,"GROUNDS","W",174362,6,2
7,"GROUNDS","W",174362,6,2
2,"GROUNDS","W",174362,6,2
12,"SANITATION","W",173027,6,2
7,"SANITATION","N",173024,6,2
2,"SANITATION","N",173024,6,2
2,"SANITATION","D",173027,6,2
5,"SANITATION","W",173027,6,2
6,"SANITATION","W",173027,6,2
12,"SANITATION","D",173024,6,2
5,"SANITATION","W",173024,6,2
5,"SANITATION","D",173024,6,2
7,"SANITATION","LSU",173027,6,2
4,"SANITATION","W",173024,6,2
11,"SANITATION","D",173024,6,2
3,"SANITATION","LSU",173024,6,2
7,"SANITATION","D",173024,6,2
7,"SANITATION","D",173024,6,2
28,"SANITATION","LSU",173024,6,2
4,"SANITATION","W",173027,6,2
7,"SANITATION","W",173024,6,2
3,"SANITATION","D",173024,6,2
19,"SANITATION","N",173024,6,2
19,"SANITATION","W",173024,6,2
13,"SANITATION","D",173024,6,2
4,"GROUNDS","W",174362,6,2
4,"SANITATION","W",427105,6,2
19,"SANITATION","D",173024,6,2
1,"SANITATION","D",173024,6,2
17,"GROUNDS","LSU",174362,6,2
3,"SANITATION","W",173027,6,2
1,"SANITATION","W",173024,6,2
3,"GROUNDS","W",174362,6,2
3,"SANITATION","W",173024,6,2
20,"SANITATION","W",173024,6,2
8,"SANITATION","N",173024,6,2
11,"SANITATION","LSU",173024,6,2
10,"SANITATION","W",173024,6,2
6,"SANITATION","N",173024,6,2
12,"SANITATION","W",173024,6,2
14,"SANITATION","W",173024,6,2
16,"SANITATION","LSU",173024,6,2
16,"SANITATION","W",173024,6,2
49,"GROUNDS","D",174362,6,2
9,"SANITATION","D",173027,6,2
8,"SANITATION","LSU",173024,6,2
16,"SANITATION","W",173027,6,2
23,"SANITATION","W",173024,6,2
5,"SANITATION","W",173024,6,2
14,"SANITATION","W",173024,6,2
11,"SANITATION","W",173024,6,2
4,"SANITATION","W",173024,6,2
11,"SANITATION","W",173024,6,2
25,"GROUNDS","N",174362,6,2
10,"SANITATION","W",173024,6,2
7,"SANITATION","W",173024,6,2
15,"SANITATION","N",173024,6,2
10,"SANITATION","LSU",173024,6,2
9,"SANITATION","D",173024,6,2
2,"SANITATION","D",173024,6,2
8,"SANITATION","W",173024,7,2
8,"SANITATION","D",173024,7,2
12,"SANITATION","D",173024,7,2
8,"SANITATION","N",173027,7,2
13,"SANITATION","W",173024,7,2
11,"GROUNDS","N",174362,7,2
4,"GROUNDS","D",174362,7,2
14,"SANITATION","W",173024,7,2
2,"SANITATION","W",173026,7,2
45,"GROUNDS","N",174362,7,2
9,"SANITATION","D",173024,7,2
3,"SANITATION","W",173027,7,2
10,"GROUNDS","N",174362,7,2
3,"SANITATION","D",173027,7,2
8,"SANITATION","D",173024,7,2
8,"SANITATION","N",173024,7,2
7,"SANITATION","LSU",173024,7,2
7,"SANITATION","D",173024,7,2
1,"SANITATION","D",173024,7,2
4,"SANITATION","W",173027,7,2
2,"SANITATION","N",173024,7,2
8,"SANITATION","W",173024,7,2
6,"SANITATION","W",173024,7,2
7,"SANITATION","W",173024,7,2
6,"SANITATION","D",173024,7,2
1,"SANITATION","N",427105,7,2
1,"SANITATION","D",427105,7,2
14,"SANITATION","D",173024,7,2
15,"SANITATION","D",173024,7,2
6,"SANITATION","D",173024,7,2
6,"SANITATION","W",173024,7,2
11,"SANITATION","W",173027,7,2
5,"SANITATION","LSU",173024,7,2
22,"GROUNDS","W",174362,7,2
5,"SANITATION","W",173024,7,2
8,"SANITATION","D",173024,7,2
14,"SANITATION","W",173024,7,2
6,"SANITATION","D",173024,7,2
3,"SANITATION","N",173027,7,2
8,"GROUNDS","D",174362,7,2
1,"SANITATION","D",173027,7,2
7,"SANITATION","W",173024,7,2
11,"SANITATION","D",173024,7,2
11,"SANITATION","W",173024,7,2
7,"SANITATION","W",173024,7,2
7,"SANITATION","LSU",173024,7,2
7,"SANITATION","W",173024,7,2
7,"SANITATION","W",173024,7,2
2,"SANITATION","N",173024,7,2
9,"SANITATION","D",173024,7,2
1,"SANITATION","N",173024,7,2
7,"SANITATION","W",173027,7,2
8,"SANITATION","N",173024,7,2
8,"SANITATION","D",173024,7,2
9,"SANITATION","N",173024,7,2
2,"SANITATION","D",173024,7,2
6,"SANITATION","W",173024,7,2
8,"SANITATION","W",173024,7,2
8,"SANITATION","W",173024,7,2
4,"SANITATION","D",173024,7,2
13,"SANITATION","D",173024,7,2
7,"SANITATION","LSU",173024,7,2
6,"SANITATION","W",173024,7,2
11,"SANITATION","W",173027,7,2
3,"SANITATION","N",173024,7,2
5,"SANITATION","W",173024,7,2
9,"SANITATION","W",173024,7,2
3,"SANITATION","D",173024,7,2
4,"SANITATION","LSU",173024,7,2
2,"SANITATION","N",173024,7,2
8,"SANITATION","N",173024,7,2
2,"SANITATION","W",173024,7,2
3,"SANITATION","W",173024,7,2
2,"GROUNDS","W",174362,7,2
6,"SANITATION","W",173024,7,2
6,"SANITATION","W",173027,7,2
8,"SANITATION","D",173024,7,2
14,"SANITATION","W",173024,7,2
11,"SANITATION","D",173024,7,2
5,"SANITATION","W",173024,7,2
7,"SANITATION","W",173027,7,2
8,"SANITATION","W",173024,7,2
6,"SANITATION","W",173024,7,2
5,"SANITATION","W",173024,7,2
8,"SANITATION","W",173027,7,2
3,"GROUNDS","D",174362,7,2
4,"SANITATION","N",173024,7,2
8,"SANITATION","W",173024,7,2
8,"SANITATION","W",173024,7,2
1,"SANITATION","D",427105,7,2
7,"SANITATION","D",173024,7,2
7,"GROUNDS","W",174362,7,2
6,"SANITATION","W",173024,7,2
8,"SANITATION","D",173027,7,2
6,"GROUNDS","D",174362,7,2
3,"SANITATION","W",173024,7,2
3,"SANITATION","W",173024,7,2
7,"SANITATION","D",173027,7,2
7,"SANITATION","W",173024,7,2
5,"SANITATION","W",173024,7,2
11,"SANITATION","D",173024,7,2
11,"SANITATION","W",173024,7,2
4,"SANITATION","D",173024,7,2
60,"GROUNDS","W",174362,7,2
5,"SANITATION","W",173024,7,2
5,"GROUNDS","LSU",174362,8,2
4,"SANITATION","W",173024,8,2
9,"SANITATION","LSU",173032,8,2
9,"SANITATION","D",173024,8,2
8,"SANITATION","W",173027,8,2
2,"SANITATION","W",173024,8,2
11,"SANITATION","D",173024,8,2
3,"SANITATION","LSU",173024,8,2
1,"SANITATION","D",173024,8,2
43,"GROUNDS","D",174362,8,2
7,"SANITATION","D",173027,8,2
8,"SANITATION","W",173027,8,2
8,"SANITATION","D",173024,8,2
6,"SANITATION","D",173024,8,2
7,"SANITATION","W",173024,8,2
9,"SANITATION","W",173027,8,2
7,"SANITATION","W",173024,8,2
6,"SANITATION","W",173027,8,2
6,"SANITATION","W",173024,8,2
6,"GROUNDS","D",174362,8,2
9,"GROUNDS","D",174362,8,2
6,"SANITATION","W",173024,8,2
6,"SANITATION","LSU",173024,8,2
53,"GROUNDS","W",174362,8,2
11,"SANITATION","W",173027,8,2
17,"SANITATION","W",173027,8,2
9,"GROUNDS","W",174362,8,2
8,"SANITATION","W",173024,8,2
17,"GROUNDS","W",174362,8,2
10,"SANITATION","W",173027,8,2
7,"SANITATION","D",173027,8,2
12,"SANITATION","LSU",173024,8,2
5,"SANITATION","W",173024,8,2
8,"SANITATION","N",173024,8,2
6,"SANITATION","W",173024,8,2
9,"SANITATION","W",173026,8,2
16,"GROUNDS","W",174362,8,2
8,"GROUNDS","W",174362,8,2
9,"SANITATION","N",173024,8,2
9,"SANITATION","W",173024,8,2
7,"SANITATION","W",173024,8,2
21,"GROUNDS","W",174362,8,2
3,"SANITATION","W",173027,8,2
1,"SANITATION","N",427105,8,2
6,"SANITATION","W",173027,8,2
12,"GROUNDS","W",174362,8,2
5,"SANITATION","W",173024,8,2
5,"SANITATION","W",173024,8,2
5,"SANITATION","W",173024,8,2
1,"SANITATION","W",427105,8,2
1,"SANITATION","W",427105,8,2
1,"SANITATION","W",427105,8,2
1,"SANITATION","W",427105,8,2
9,"SANITATION","W",173024,8,2
5,"SANITATION","D",173024,8,2
8,"SANITATION","LSU",173024,8,2
2,"SANITATION","W",173024,8,2
4,"SANITATION","W",173024,8,2
7,"GROUNDS","D",174362,8,2
4,"SANITATION","W",173027,8,2
3,"SANITATION","W",173024,8,2
8,"SANITATION","N",173024,8,2
8,"GROUNDS","D",174362,8,2
7,"GROUNDS","D",174362,8,2
7,"GROUNDS","D",174362,8,2
7,"GROUNDS","D",174362,8,2
4,"SANITATION","W",173024,8,2
3,"SANITATION","W",173024,9,2
1,"SANITATION","N",427105,9,2
8,"GROUNDS","D",174362,9,2
7,"SANITATION","N",173024,9,2
1,"SANITATION","LSU",173024,9,2
1,"SANITATION","W",173024,9,2
1,"SANITATION","W",173024,9,2
11,"SANITATION","N",173027,9,2
1,"SANITATION","W",173024,9,2
8,"SANITATION","D",173027,9,2
2,"SANITATION","D",173024,9,2
5,"SANITATION","W",173024,9,2
3,"SANITATION","D",173032,9,2
2,"SANITATION","D",173024,9,2
2,"SANITATION","W",173024,9,2
15,"SANITATION","W",173027,9,2
9,"SANITATION","D",173027,9,2
26,"GROUNDS","W",174362,9,2
2,"SANITATION","W",173024,9,2
2,"SANITATION","W",173024,9,2
5,"GROUNDS","D",174362,9,2
7,"SANITATION","W",173024,9,2
42,"GROUNDS","D",174362,9,2
1,"SANITATION","W",173024,9,2
1,"SANITATION","W",173024,9,2
2,"SANITATION","D",173024,9,2
5,"SANITATION","W",173027,9,2
46,"GROUNDS","D",174362,9,2
2,"SANITATION","W",173024,9,2
2,"SANITATION","N",173027,9,2
8,"SANITATION","W",173024,9,2
56,"GROUNDS","D",174362,9,2
2,"SANITATION","D",173024,9,2
3,"SANITATION","D",173024,9,2
37,"GROUNDS","W",174362,9,2
1,"SANITATION","W",173027,9,2
2,"SANITATION","W",173024,9,2
5,"SANITATION","D",173024,9,2
4,"SANITATION","N",173024,9,2
35,"GROUNDS","W",174362,9,2
2,"SANITATION","W",173024,9,2
2,"SANITATION","D",173024,9,2
5,"SANITATION","W",173024,9,2
17,"GROUNDS","W",174362,9,2
7,"SANITATION","D",173024,9,2
29,"GROUNDS","W",174362,9,2
3,"SANITATION","W",173027,9,2
2,"SANITATION","D",173024,9,2
1,"SANITATION","W",173024,9,2
38,"GROUNDS","N",174362,9,2
3,"SANITATION","W",173027,9,2
47,"GROUNDS","N",174362,9,2
2,"SANITATION","N",173024,9,2
4,"SANITATION","N",173024,10,2
5,"GROUNDS","W",174362,10,2
5,"GROUNDS","W",174362,10,2
1,"SANITATION","W",173027,10,2
5,"GROUNDS","W",174362,10,2
5,"GROUNDS","W",174362,10,2
40,"GROUNDS","W",174362,10,2
3,"SANITATION","D",173024,10,2
29,"GROUNDS","D",174362,10,2
2,"SANITATION","D",173027,10,2
1,"SANITATION","W",173024,10,2
2,"SANITATION","LSU",173024,10,2
2,"SANITATION","W",173024,10,2
1,"SANITATION","W",173024,10,2
2,"SANITATION","W",173024,10,2
2,"SANITATION","W",173024,10,2
2,"SANITATION","W",173027,10,2
55,"SANITATION","W",173024,10,2
15,"SANITATION","LSU",173027,10,2
10,"SANITATION","W",173024,10,2
1,"SANITATION","W",173024,10,2
3,"SANITATION","D",173024,10,2
9,"SANITATION","D",173027,10,2
43,"SANITATION","LSU",173027,10,2
7,"GROUNDS","D",174362,10,2
2,"SANITATION","W",173024,10,2
5,"SANITATION","N",173027,10,2
35,"SANITATION","N",173024,11,2
1,"SANITATION","N",173024,11,2
9,"GROUNDS","N",174362,11,2
1,"SANITATION","LSU",173024,11,2
3,"SANITATION","W",173024,11,2
4,"SANITATION","W",173027,11,2
3,"GROUNDS","W",174362,11,2
1,"SANITATION","W",173024,11,2
4,"SANITATION","W",173024,11,2
1,"SANITATION","W",173027,11,2
24,"GROUNDS","N",174362,11,2
1,"SANITATION","N",173024,11,2
1,"SANITATION","N",173024,11,2
1,"SANITATION","LSU",173024,11,2
6,"SANITATION","W",173024,11,2
7,"SANITATION","N",173024,11,2
10,"GROUNDS","D",174362,11,2
7,"SANITATION","D",173027,11,2
2,"SANITATION","N",173024,11,2
5,"GROUNDS","D",174362,12,2
2,"SANITATION","N",173024,12,2
5,"BLIGHT","W",173034,12,2
1,"SANITATION","D",173024,12,2
1,"SANITATION","W",173024,12,2
9,"GROUNDS","LSU",174362,12,2
1,"SANITATION","LSU",173024,12,2
2,"SANITATION","W",173024,12,2
1,"SANITATION","LSU",173024,12,2
2,"GROUNDS","W",174362,12,2
2,"SANITATION","LSU",173024,12,2
2,"SANITATION","N",173024,12,2
4,"SANITATION","W",173024,12,2
9,"GROUNDS","W",174362,12,2
4,"SANITATION","D",173024,12,2
2,"SANITATION","D",173024,12,2
3,"SANITATION","D",173027,12,2
2,"SANITATION","W",173024,12,2
2,"SANITATION","W",173024,12,2
1,"SANITATION","W",173027,12,2
3,"SANITATION","W",173024,1,3
3,"SANITATION","W",173024,1,3
2,"SANITATION","W",173024,1,3
7,"GROUNDS","W",174362,1,3
51,"GROUNDS","W",174362,1,3
51,"GROUNDS","W",174362,1,3
55,"GROUNDS","N",174362,1,3
1,"SANITATION","W",173024,1,3
1,"SANITATION","W",173024,1,3
5,"GROUNDS","W",174362,1,3
3,"SANITATION","D",173024,1,3
1,"SANITATION","W",173024,1,3
1,"SANITATION","W",173024,1,3
1,"SANITATION","D",173024,1,3
14,"SANITATION","W",173027,1,3
4,"SANITATION","LSU",173024,1,3
3,"SANITATION","W",173024,1,3
1,"GROUNDS","N",174362,1,3
46,"GROUNDS","W",174362,1,3
9,"GROUNDS","W",174362,1,3
1,"SANITATION","N",173027,1,3
51,"GROUNDS","W",174362,1,3
1,"SANITATION","N",427105,1,3
1,"SANITATION","N",173027,1,3
1,"SANITATION","D",173024,1,3
1,"SANITATION","N",173027,2,3
1,"SANITATION","W",173024,2,3
1,"SANITATION","W",173024,2,3
2,"SANITATION","LSU",173024,2,3
4,"SANITATION","W",173024,2,3
57,"GROUNDS","W",174362,2,3
1,"SANITATION","W",173024,2,3
5,"SANITATION","W",173024,2,3
24,"GROUNDS","D",174362,2,3
1,"SANITATION","LSU",173024,2,3
1,"SANITATION","N",173024,2,3
1,"SANITATION","D",173024,2,3
1,"SANITATION","W",173024,2,3
1,"SANITATION","LSU",173024,3,3
1,"SANITATION","LSU",173024,3,3
1,"SANITATION","W",173024,3,3
1,"SANITATION","W",173024,3,3
1,"SANITATION","D",173024,3,3
1,"SANITATION","W",173024,3,3
1,"SANITATION","W",173024,3,3
1,"SANITATION","W",173024,3,3
1,"SANITATION","W",173024,3,3
3,"SANITATION","D",173024,3,3
1,"SANITATION","D",173024,3,3
1,"SANITATION","W",173024,3,3
1,"SANITATION","D",173024,3,3
10,"SANITATION","LSU",173024,3,3
1,"SANITATION","D",173024,3,3
2,"GROUNDS","N",174362,3,3
1,"SANITATION","W",173024,3,3
1,"SANITATION","W",173024,3,3
2,"GROUNDS","D",174362,3,3
9,"SANITATION","LSU",173024,3,3
1,"SANITATION","N",173024,3,3
2,"SANITATION","N",173024,3,3
2,"SANITATION","W",173024,3,3
1,"SANITATION","D",173024,3,3
1,"SANITATION","D",173024,3,3
10,"GROUNDS","N",174362,3,3
1,"SANITATION","W",173024,3,3
1,"SANITATION","W",173024,3,3
1,"SANITATION","LSU",173024,3,3
1,"SANITATION","D",173024,3,3
1,"SANITATION","LSU",173024,3,3
1,"SANITATION","N",173024,3,3
1,"SANITATION","D",173024,3,3
1,"GROUNDS","D",174362,3,3
1,"SANITATION","D",427105,3,3
4,"GROUNDS","LSU",174362,3,3
1,"SANITATION","D",427105,3,3
1,"SANITATION","LSU",427105,3,3
1,"SANITATION","D",173024,3,3
7,"SANITATION","D",173024,3,3
2,"SANITATION","W",427105,3,3
42,"GROUNDS","W",174362,3,3
42,"GROUNDS","D",174362,4,3
1,"SANITATION","W",173024,4,3
1,"SANITATION","D",427105,4,3
1,"SANITATION","W",173024,4,3
2,"SANITATION","LSU",173024,4,3
1,"SANITATION","W",173024,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",173024,4,3
1,"SANITATION","N",427105,4,3
1,"SANITATION","LSU",173024,4,3
1,"SANITATION","LSU",173024,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
3,"SANITATION","LSU",173024,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
3,"SANITATION","D",173024,4,3
3,"SANITATION","W",173024,4,3
2,"SANITATION","W",427105,4,3
2,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","D",427105,4,3
1,"SANITATION","N",173024,4,3
1,"SANITATION","W",173027,4,3
1,"SANITATION","LSU",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",173027,4,3
1,"SANITATION","LSU",427105,4,3
7,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","D",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","LSU",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","N",427105,4,3
1,"SANITATION","D",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","D",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","D",427105,4,3
1,"SANITATION","N",427105,4,3
1,"SANITATION","D",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
2,"SANITATION","W",427105,4,3
1,"SANITATION","D",427105,4,3
1,"SANITATION","D",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","D",427105,4,3
1,"SANITATION","W",427105,4,3
1,"SANITATION","W",427105,4,3
50,"SANITATION","N",173024,4,3
1,"SANITATION","D",427105,4,3
1,"SANITATION","W",427105,4,3
3,"SANITATION","LSU",173024,4,3
3,"SANITATION","W",173024,4,3
1,"SANITATION","W",427105,5,3
1,"SANITATION","W",427105,5,3
1,"SANITATION","D",173024,5,3
2,"SANITATION","D",427105,5,3
2,"SANITATION","N",427105,5,3
1,"SANITATION","D",427105,5,3
1,"SANITATION","D",427105,5,3
1,"SANITATION","W",427105,5,3
1,"SANITATION","W",427105,5,3
1,"SANITATION","W",427105,5,3
4,"SANITATION","LSU",173024,5,3
3,"SANITATION","W",173024,5,3
3,"SANITATION","W",173024,5,3
3,"SANITATION","W",173024,5,3
16,"GROUNDS","W",174362,5,3
1,"SANITATION","N",173024,5,3
1,"SANITATION","LSU",173024,5,3
2,"SANITATION","D",427105,5,3
1,"SANITATION","D",427105,5,3
1,"SANITATION","W",427105,5,3
1,"SANITATION","W",173024,5,3
1,"SANITATION","W",427105,5,3
1,"SANITATION","W",173027,5,3
6,"SANITATION","LSU",173024,5,3
2,"SANITATION","W",173024,5,3
1,"SANITATION","D",173024,5,3
1,"SANITATION","W",173024,5,3
5,"SANITATION","W",173024,5,3
1,"SANITATION","D",173024,5,3
1,"SANITATION","W",173027,5,3
1,"SANITATION","W",427105,5,3
5,"SANITATION","D",173024,5,3
3,"SANITATION","D",173024,5,3
2,"SANITATION","W",173024,5,3
2,"SANITATION","W",173024,5,3
1,"SANITATION","W",173024,5,3
1,"SANITATION","D",173024,5,3
1,"SANITATION","W",173027,5,3
1,"SANITATION","W",173024,5,3
1,"SANITATION","W",173024,5,3
1,"SANITATION","W",173024,5,3
37,"GROUNDS","D",174362,5,3
2,"SANITATION","W",173027,5,3
21,"GROUNDS","D",174362,5,3
34,"GROUNDS","D",174362,5,3
1,"SANITATION","W",173027,5,3
2,"SANITATION","W",173027,5,3
1,"SANITATION","D",427105,5,3
3,"SANITATION","W",173027,5,3
19,"GROUNDS","D",174362,5,3
42,"GROUNDS","D",174362,5,3
57,"GROUNDS","W",174362,5,3
1,"SANITATION","D",173024,5,3
1,"SANITATION","LSU",173024,5,3
1,"SANITATION","W",173024,5,3
5,"SANITATION","W",173024,5,3
3,"SANITATION","W",173024,5,3
3,"SANITATION","W",173024,5,3
2,"SANITATION","D",173024,6,3
2,"SANITATION","W",173024,6,3
1,"SANITATION","D",173027,6,3
1,"SANITATION","W",173024,6,3
2,"SANITATION","W",173024,6,3
2,"SANITATION","D",173024,6,3
2,"SANITATION","LSU",173024,6,3
2,"SANITATION","W",173024,6,3
1,"SANITATION","D",173024,6,3
1,"SANITATION","W",173024,6,3
1,"SANITATION","D",173024,6,3
1,"SANITATION","LSU",427105,6,3
1,"SANITATION","W",173024,6,3
21,"SANITATION","D",173024,6,3
1,"SANITATION","W",173024,6,3
1,"SANITATION","W",173027,6,3
1,"SANITATION","W",173024,6,3
4,"SANITATION","LSU",173027,6,3
8,"GROUNDS","W",174362,6,3
11,"GROUNDS","W",174362,6,3
1,"SANITATION","D",173024,6,3
1,"SANITATION","W",427105,6,3
1,"SANITATION","N",173027,6,3
48,"GROUNDS","W",174362,6,3
1,"SANITATION","LSU",173024,6,3
1,"SANITATION","W",427105,6,3
1,"SANITATION","W",427105,6,3
3,"SANITATION","D",173024,6,3
3,"SANITATION","W",173024,6,3
2,"SANITATION","D",173024,6,3
1,"SANITATION","W",173024,6,3
1,"SANITATION","W",173024,6,3
3,"SANITATION","W",173024,6,3
19,"SANITATION","W",173024,6,3
1,"SANITATION","LSU",173024,6,3
1,"SANITATION","W",173024,6,3
1,"SANITATION","D",173024,6,3
2,"SANITATION","D",173024,6,3
1,"GROUNDS","W",174362,6,3
1,"SANITATION","N",173024,6,3
1,"SANITATION","D",173024,6,3
1,"SANITATION","W",173024,6,3
1,"SANITATION","N",173024,6,3
8,"SANITATION","N",173024,6,3
2,"SANITATION","N",173027,6,3
6,"SANITATION","W",173024,6,3
5,"SANITATION","D",173027,6,3
1,"SANITATION","W",173027,6,3
14,"GROUNDS","D",174362,6,3
5,"SANITATION","D",173027,6,3
7,"SANITATION","N",173024,6,3
5,"SANITATION","N",173024,6,3
7,"SANITATION","D",173024,6,3
7,"SANITATION","W",173024,6,3
7,"SANITATION","W",173024,6,3
8,"SANITATION","W",173024,6,3
14,"SANITATION","W",173024,6,3
13,"SANITATION","W",173024,6,3
14,"SANITATION","D",173024,6,3
57,"GROUNDS","N",174362,6,3
13,"SANITATION","W",173024,6,3
13,"SANITATION","W",173024,6,3
13,"SANITATION","D",173024,6,3
5,"SANITATION","D",173024,6,3
8,"SANITATION","W",173024,6,3
3,"SANITATION","D",173024,6,3
10,"SANITATION","LSU",173024,6,3
7,"SANITATION","D",173024,6,3
10,"SANITATION","W",173024,6,3
9,"SANITATION","LSU",173024,6,3
23,"GROUNDS","D",174362,6,3
9,"SANITATION","W",173024,6,3
2,"SANITATION","N",173024,6,3
9,"SANITATION","W",173024,6,3
1,"SANITATION","LSU",427105,6,3
9,"SANITATION","W",173024,6,3
9,"SANITATION","LSU",173024,6,3
9,"SANITATION","W",173024,6,3
8,"SANITATION","LSU",173024,6,3
10,"SANITATION","W",173024,6,3
8,"SANITATION","W",173024,6,3
8,"SANITATION","LSU",173024,6,3
7,"SANITATION","W",173024,6,3
9,"SANITATION","D",173024,6,3
21,"GROUNDS","W",174362,6,3
5,"SANITATION","D",173024,6,3
8,"SANITATION","N",173024,6,3
8,"SANITATION","W",173024,6,3
